name,desc
BANSKOBYSTRICKÝ POHÁR_PRO/AM DYP 2012/1,01_Losované dvojice Pro/Am
BANSKOBYSTRICKÝ POHÁR_AMATÉRSKE DVOJICE,01_Amatérske dvojice
BANSKOBYSTRICKÝ POHÁR_JEDNOTLIVCI 2012/1,01_Jednotlivci
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,04 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,04 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,03 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,03 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,02 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,02 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,01 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2012/13,01 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,05 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,05 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,04 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,04 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,03 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,03 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,02 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,02 Jednotlivci (Open singles)
Rosengart liga jednotlivcov 2011 / 2012,03 Jednotlivci
Rosengart liga jednotlivcov 2011 / 2012,02 Jednotlivci
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,01 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,01 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,01 Losovaný 2 Ball rollerball
Rosengart liga jednotlivcov 2011 / 2012,01 Jednotlivci
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,04 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,04 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,03 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,03 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,02 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,02 Jednotlivci (Open singles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,01 Dvojice (Open doubles)
STREDOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,01 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,05 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,05 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,04 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,04 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,03 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,03 Jednotlivci (Open singles)
CBA CUP 2009 / 2010,06 Dvojice
CBA CUP 2009 / 2010,05 Dvojice
CBA CUP 2009 / 2010,04 Dvojice
CBA CUP 2009 / 2010,03 Dvojice
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,02 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,02 Jednotlivci (Open singles)
CBA CUP 2009 / 2010,02 Dvojice
CBA CUP 2009 / 2010,01 Dvojice
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,01 Dvojice (Open doubles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2009/10,01 Jednotlivci (Open singles)
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,03 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,03 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,02 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,02 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,01 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2007/08 ,01 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,05 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,05 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,04 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,04 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,04 Losované dvojice (D.Y.P.) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,03 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,03 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,03 Losovaný 2 Ball (2 BALL D.Y.P.) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,02 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,02 Dvojice (Open doubles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,02 Penalty (Forward shoot-out) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,01 Jednotlivci (Open singles) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,01 Penalty (Forward shoot-out) 
BANSKO BYSTRICKÝ KRAJSKÝ POHÁR 2006/07 ,01 Dvojice (Open doubles) 
MPO_OD 2019/20,Open dvojice
MPO_AM 2019/20,Amatérske dvojice
MPO_OS 2019/20,Open jednotlivci
MAJSTROVSTVÁ PREŠOVA_OD 2018/19,02_Open doubles
MAJSTROVSTVÁ PREŠOVA_AM 2018/19,02_Amateur doubles
MAJSTROVSTVÁ PREŠOVA_OS 2018/19,02_Open singles
MAJSTROVSTVÁ PREŠOVA_DYP 2018/19,02_Monster DYP
BJ_ROSENGART CUP 2018/19_DYP (X),01_Losované dvojice
BJ_ROSENGART CUP 2018/19_OS,01_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,10_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,10_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,09_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,09_Jednotlivci
BJ_ROSENGART CUP 2017/18_OS,08_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,08_Losované dvojice
BJ_ROSENGART CUP 2017/18_DYP,07_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,07_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,06_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,06_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,05_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,05_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,04_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,04_Jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,03_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,03_Jednotlivci
MAJSTROVSTVÁ PREŠOVA_OD 2017/18,02_Open dvojice
MAJSTROVSTVÁ PREŠOVA_AM 2017/18,02_Amatérske dvojice
MAJSTROVSTVÁ PREŠOVA_SB 2017/18,02_Speedball dvojice
MAJSTROVSTVÁ PREŠOVA_AS 2017/18,02_Amatérski jednotlivci
MAJSTROVSTVÁ PREŠOVA_OS 2017/18,02_Open jednotlivci
BJ_ROSENGART CUP 2017/18_DYP,02_Losované dvojice
BJ_ROSENGART CUP 2017/18_DYP,01_Losované dvojice
BJ_ROSENGART CUP 2017/18_OS,01_Jednotlivci
MAJSTROVSTVÁ PREŠOVA_AM 2016/17,07_Amatérske dvojice
MAJSTROVSTVÁ PREŠOVA_OD 2016/17,07_Open doubles
SLOVENSKÝ POHÁR KLUBOV 2016/17,07_Pohár klubov
MAJSTROVSTVÁ PREŠOVA_OS 2016/17,07_Open jednotlivci
SLOVENSKÝ POHÁR KLUBOV 2016/17,06_Pohár klubov
SLOVENSKÝ POHÁR KLUBOV 2016/17,05_Pohár klubov
SLOVENSKÝ POHÁR KLUBOV 2016/17,04_Pohár klubov
SLOVENSKÝ POHÁR KLUBOV 2016/17,03_Pohár klubov
SLOVENSKÝ POHÁR KLUBOV 2016/17,02_Pohár klubov
BJ_ROSENGART CUP 2015/16_DYP,10_Losovan? dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,10_Jednotlivci
BJ_ROSENGART CUP 2015/16_OS,09_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,09_Losovan? dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_FD,09_2Ball rollerball
BJ_ROSENGART CUP 2015/16_DYP,08_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,08_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,07_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,07_Jednotlivci
MAJSTROVSTVÁ PREŠOVA_OD 2015/16,07_Open doubles
MAJSTROVSTVÁ PREŠOVA_AM 2015/16,07_Amatérske dvojice
MAJSTROVSTVÁ PREŠOVA_OS 2015/16,07_Open jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,06_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,06_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,05_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,05_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,04_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,04_Jednotlivci
BJ_ROSENGART CUP 2015/16_OS,03_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,03_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_DYP,02_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,02_Jednotlivci
BJ_ROSENGART CUP 2015/16_DYP,01_Losované dvojice Pro/Am
BJ_ROSENGART CUP 2015/16_OS,01_Jednotlivci
BJ_ROSENGART CUP 2014/15_DYP,06_Losované dvojice
BJ_ROSENGART CUP 2014/15_OS,06_Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_DYP 1415,03_Losované dvojice
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_OS 1415,03_Jednotlivci
BJ_ROSENGART CUP 2014/15_DYP,05_Losované dvojice
BJ_ROSENGART CUP 2014/15_OS,05_Jednotlivci
BJ_ROSENGART CUP 2013/14 DYP,Hector
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_OS 1415,02_Jednotlivci
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_DYP 1415,02_Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_DYP 1415,01_Losované dvojice
MAJSTROVSTVÁ BARDEJOVA JUNIOROV_OS 1415,01_Jednotlivci
BJ_ROSENGART CUP 2014/15_DYP,04_Losované dvojice
BJ_ROSENGART CUP 2014/15_OS,04_Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
BJ_ROSENGART CUP 2014/15_DYP,03_Losované dvojice
BJ_ROSENGART CUP 2014/15_OS,03_Jednotlivci
BJ_ROSENGART CUP 2014/15_DYP,02_Losované dvojice
MAJSTROVSTVÁ BARDEJOVA_OD 2014/15,01_Open doubles
MAJSTROVSTVÁ BARDEJOVA_OS 2014/15,01_Open singles
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OD,01 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
BJ_ROSENGART CUP 2014/15_OS,01_Jednotlivci
BJ_ROSENGART CUP 2014/15_DYP,01_Losované dvojice
BJ_ROSENGART CUP 2013/14 DYP,09 Losované dvojice
BJ_ROSENGART CUP 2013/14 DYP,08 Losované dvojice
BJ_ROSENGART CUP 2013/14 OS,08 Jednotlivci
BJ_ROSENGART CUP 2013/14 OS,07 Jednotlivci
BJ_ROSENGART CUP 2013/14 DYP,07 Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,04 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,04 Jednotlivci (Open singles)
BJ_ROSENGART CUP 2013/14 DYP,06 Losované dvojice
BJ_ROSENGART CUP 2013/14 OS,06 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,03 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,03 Jednotlivci (Open singles)
MAJSTROVSTVÁ BARDEJOVA_OD 2013/14,04 Open doubles
MAJSTROVSTVÁ BARDEJOVA_OS 2013/14,04 Open singles
MAJSTROVSTVÁ BARDEJOVA_FD 2013/14,04 Losovaný 2Ball
BJ_ROSENGART CUP 2013/14 DYP,05 Losované dvojice
BJ_ROSENGART CUP 2013/14 DYP,04 Vianočné Losované dvojice
BJ_ROSENGART CUP 2013/14 OS,03 Jednotlivci
BJ_ROSENGART CUP 2013/14 DYP,03 Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,02 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,02 Jednotlivci (Open singles)
BJ_ROSENGART CUP 2013/14 DYP,02 Losované dvojice
BJ_ROSENGART CUP 2013/14 OS,02 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,01 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2013/14,01 Jednotlivci (Open singles)
BJ_ROSENGART CUP 2013/14 DYP,01 Losované dvojice
BJ_ROSENGART CUP 2013/14 OS,01 Open singles
CASTELLA CUP_OS 2012 / 2013,10 Jednotlivci
ANGEL'S PUB CUP_OD 2012/13,05 Dvojice
ANGEL'S PUB CUP_OS 2012/13,05 Jednotlivci
CASTELLA CUP_OS 2012 / 2013,09 Jednotlivci
CASTELLA CUP_DYP 2012 / 2013,09 Losované dvojice
CASTELLA CUP_DYP 2012 / 2013,08 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,08 Jednotlivci
CASTELLA CUP_FUN 2012 / 2013,08 2Ball DYP
CASTELLA CUP_DYP 2012 / 2013,07 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,07 Jednotlivci
ANGEL'S PUB CUP_OD 2012/13,04 Dvojice
ANGEL'S PUB CUP_OS 2012/13,04 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,04 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,04 Jednotlivci (Open singles)
MAJSTROVSTVÁ BARDEJOVA 2013,Dvojice
MAJSTROVSTVÁ BARDEJOVA 2013,Jendotlivci
MAJSTROVSTVÁ BARDEJOVA 2013 FD,Losovaný 2 Ball rollerball
CASTELLA CUP_DYP 2012 / 2013,06 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,06 Jednotlivci
CASTELLA CUP_FUN 2012 / 2013,06 2 Ball DYP
ANGEL'S PUB CUP_OD 2012/13,03 Dvojice
ANGEL'S PUB CUP_OS 2012/13,03 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,03 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,03 Jednotlivci (Open singles)
CASTELLA CUP_DYP 2012 / 2013,05 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,05 Jednotlivci
CASTELLA CUP_FUN 2012 / 2013,05 2 Ball DYP
CASTELLA CUP_FUN 2012 / 2013,04 2 Ball DYP
CASTELLA CUP_DYP 2012 / 2013,04 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,04 Jednotlivci
CASTELLA CUP_DYP 2012 / 2013,03 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,03 Jednotlivci
ANGEL'S PUB CUP_OD 2012/13,02 Dvojice
ANGEL'S PUB CUP_OS 2012/13,02 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,02 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,02 Jednotlivci (Open singles)
ANGEL'S PUB CUP_OD 2012/13,01 Dvojice
ANGEL'S PUB CUP_OS 2012/13,01 Jednotlivci
CASTELLA CUP_DYP 2012 / 2013,02 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,02 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,01 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13,01 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2012/13_FUN,01 Penalty
CASTELLA CUP_DYP 2012 / 2013,01 Losované dvojice
CASTELLA CUP_OS 2012 / 2013,01 Jednotlivci
CASTELLA CUP_FUN 2012 / 2013,01 Losovaný 2Ball rollerball
BIANCO CUP_DYP 2011 / 2012,08 Losované dvojice
BIANCO CUP_OS 2011 / 2012,08 Jednotlivci
BIANCO CUP_DYP 2011 / 2012,07 Losované dvojice
BIANCO CUP_OS 2011 / 2012,07 Jednotlivci
ANGEL'S PUB CUP_OD 2011 / 2012,05 Dvojice
ANGEL'S PUB CUP_OS 2011 / 2012,05 Jednotlivci
BIANCO CUP_DYP 2011 / 2012,06 Losované dvojice
BIANCO CUP_OS 2011 / 2012,06 Jednotlivci
J(O)INT CUP_OD 2011 / 2012,03 Dvojice
J(O)INT CUP_OD 2011 / 2012,03 Jednotlivci
ANGEL'S PUB CUP_OD 2011 / 2012,04 Dvojice
ANGEL'S PUB CUP_OS 2011 / 2012,04 Jednotlivci
BIANCO CUP_DYP 2011 / 2012,05 Losované dvojice
BIANCO CUP_OS 2011 / 2012,05 Jednotlivci
J(O)INT CUP_OD 2011 / 2012,02 Jednotlivci
J(O)INT CUP_OD 2011 / 2012,02 Dvojice
BIANCO CUP_OS 2011 / 2012,04 Jednotlivci
BIANCO CUP_DYP 2011 / 2012,04 Losované dvojice
J(O)INT CUP_OD 2011 / 2012,01 Dvojice
J(O)INT CUP_OD 2011 / 2012,02 Jednotlivci
BIANCO CUP_DYP 2011 / 2012,03 Losované dvojice
BIANCO CUP_OS 2011 / 2012,03 Jednotlivci
ANGEL'S PUB CUP_OD 2011 / 2012,03 Dvojice
ANGEL'S PUB CUP_OS 2011 / 2012,03 Jednotlivci
MAJSTROVSTVÁ BARDEJOVA 2012,Open doubles
MAJSTROVSTVÁ BARDEJOVA 2012,Open singles
BIANCO CUP_DYP 2011 / 2012,02 Losované dvojice
BIANCO CUP_OS 2011 / 2012,02 Jednotlivci
ANGEL'S PUB CUP_OS 2011 / 2012,02 Jednotlivci
ANGEL'S PUB CUP_OD 2011 / 2012,02 Dvojice
BIANCO CUP_DYP 2011 / 2012,01 Losované dvojice
BIANCO CUP_OS 2011 / 2012,01 Jednotlivci
ANGEL'S PUB CUP_OD 2011 / 2012,01 Dvojice
ANGEL'S PUB CUP_OS 2011 / 2012,01 Jednotlivci
BIANCO CUP 2010 / 2011,01 Losované dvojice
BIANCO CUP 2010 / 2011,01 Jednotlivci
BARDEJOVSKÝ POHÁR 2010 / 2011,02 Losované dvojice
BARDEJOVSKÝ POHÁR 2010 / 2011,02 Jednotlivici
BARDEJOVSKÝ POHÁR 2010 / 2011,01 Losované dvojice
BARDEJOVSKÝ POHÁR 2010 / 2011,01 Jednotlivici
BARDEJOVSKÝ POHÁR 2009 / 2010,05 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,05 Jednotlivici
ARCADA CUP 2009 / 2010,05 Losované dvojice
ARCADA CUP 2009 / 2010,05 Jednotlivici
ARCADA CUP 2009 / 2010,04 Jednotlivici
ARCADA CUP 2009 / 2010,04 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,04 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,04 Jednotlivici
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,05 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,05 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,05 2Ball rollerball DYP
ARCADA CUP 2009 / 2010,03 Losované dvojice
ARCADA CUP 2009 / 2010,03 Jednotlivici
BARDEJOVSKÝ POHÁR 2009 / 2010,03 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,03 Jednotlivici
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,04 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,04 Jednotlivci (Open singles)
ARCADA CUP 2009 / 2010,02 Losované dvojice
ARCADA CUP 2009 / 2010,02 Jednotlivici
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,03 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,03 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,03 2Ball rollerball DYP
ARCADA CUP 2009 / 2010,01 Losované dvojice
ARCADA CUP 2009 / 2010,01 Jednotlivici
BARDEJOVSKÝ POHÁR 2009 / 2010,02 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,02 Jednotlivici
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,02 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,02 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,02 2Ball rollerball DYP
BARDEJOVSKÝ POHÁR 2009 / 2010,01 Losované dvojice
BARDEJOVSKÝ POHÁR 2009 / 2010,01 Jednotlivici
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,01 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,01 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2009/10,01 2Ball rollerball DYP
CASTELLA MULTITABLE DYP CUP 2008 / 2009,06 Losované dvojice
CASTELLA MULTITABLE DYP CUP 2008 / 2009,05 Losované dvojice
BREZA DYP CUP 2008 / 2009,10 Losované dvojice
BREZA SINGLES CUP 2008 / 2009,05 Jednotlivci
CASTELLA MULTITABLE DYP CUP 2008 / 2009,04 Losované dvojice
CASTELLA MULTITABLE DYP CUP 2008 / 2009,03 Losované dvojice
BREZA DYP CUP 2008 / 2009,09 Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,05 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,05 Jednotlivci (Open singles)
MAJSTROVSTVÁ BARDEJOVA 2009 OD,Dvojice
MAJSTROVSTVÁ BARDEJOVA 2009 OS,Jednotlivci
BREZA SINGLES CUP 2008 / 2009,04 Jednotlivci
BREZA DYP CUP 2008 / 2009,08 Losované dvojice
CASTELLA MULTITABLE DYP CUP 2008 / 2009,02 Losované dvojice
BREZA DYP CUP 2008 / 2009,07 Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,04 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,04 Jednotlivci (Open singles)
CASTELLA MULTITABLE DYP CUP 2008 / 2009,01 Losované dvojice
BREZA DYP CUP 2008 / 2009,06 Losované dvojice
BREZA SINGLES CUP 2008 / 2009,03 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,03 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,03 Jednotlivci (Open singles)
BREZA DYP CUP 2008 / 2009,05 Losované dvojice
BREZA DYP CUP 2008 / 2009,04 Losované dvojice
BREZA SINGLES CUP 2008 / 2009,02 Jednotlivci
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,02 Dvojice (Open doubles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,02 Jednotlivci (Open singles)
BREZA DYP CUP 2008 / 2009,03 Losované dvojice
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,01 Jednotlivci (Open singles)
PREŠOVSKÝ KRAJSKÝ POHÁR 2008/09,01 Dvojice (Open doubles)
BREZA DYP CUP 2008 / 2009,02 Losované dvojice
BREZA SINGLES CUP 2008 / 2009,01 Jednotlivci
BREZA DYP CUP 2008 / 2009,01 Losované dvojice
BREZA CUP 2007 / 2008 ,10 Losované dvojice 
OCTATHLON SUPER CUP 2007 / 2008 ,08 Vojna brankárov 
BREZA CUP 2007 / 2008 ,09 Losované dvojice 
PREŠOVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Dvojice (Open doubles) 
PREŠOVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Jednotlivci (Open singles) 
PREŠOVSKÝ KRAJSKÝ POHÁR 2007/08 ,05 Vojna brankárov 2Ball 
OCTATHLON SUPER CUP 2007 / 2008 ,07 Miešané dvojice 
BREZA CUP 2007 / 2008 ,08 Losované dvojice 
BREZA CUP 2007 / 2008 ,07 Losované dvojice 
MAJSTROVSTVÁ BARDEJOVA 2008 OD ,Dvojice 
MAJSTROVSTVÁ BARDEJOVA 2008 OS ,Jednotlivci 
MAJSTROVSTVÁ BARDEJOVA 2008 FD ,Losovaný 2Ball 
PREŠOVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Dvojice (Open doubles) 
PREŠOVSKÝ KRAJSKÝ POHÁR 2007/08 ,04 Jednotlivci (Open singles) 
OCTATHLON SUPER CUP 2007 / 2008 ,06 Jednotlivci 
