name,desc
MBA_OD 2019/20,Open dvojice
MBA_AD 2019/20,Amatérske dvojice
MBA_OS 2019/20,Open jednotlivci
MBA_WS 2019/20,Ženy jednotlivci
BA_ROSENGART CUP 2019/20,15_Losované dvojice
BA_ROSENGART CUP 2019/20,14_Losované dvojice
BA_ROSENGART CUP 2019/20,13_Losované dvojice
BA_ROSENGART CUP 2019/20,12_Losované dvojice
BA_ROSENGART CUP 2019/20,11_Losované dvojice
BA_ROSENGART CUP 2019/20,10_Losované dvojice
BA_ROSENGART CUP 2019/20,09_Losované dvojice
BA_ROSENGART CUP 2019/20,08_Losované dvojice
BA_ROSENGART CUP 2019/20,07_Losované dvojice
BA_ROSENGART CUP 2019/20,06_Losované dvojice
BA_ROSENGART CUP 2019/20,05_Losované dvojice
BA_ROSENGART CUP 2019/20,04_Losované dvojice
BA_ROSENGART CUP 2019/20,03_Losované dvojice
BA_ROSENGART CUP 2019/20,02_Losované dvojice
BA_ROSENGART CUP 2019/20,01_Losované dvojice
BA_ROSENGART CUP 2018/19,18_Losované dvojice
BA_ROSENGART CUP 2018/19,17_Losované dvojice
MAJSTROVSTVÁ BRATISLAVY_AM 2018/19,Amatérske dvojice
MAJSTROVSTVÁ BRATISLAVY_OD 2018/19,Open dvojice
SLOVENSKÝ POHÁR KLUBOV 2018/19,09_Bratislavský kraj
MAJSTROVSTVÁ BRATISLAVY_OS 2018/19,Open jednotlivci
BA_ROSENGART CUP 2018/19,16_Losované dvojice
BA_ROSENGART CUP 2018/19,15_Losované dvojice
BA_ROSENGART CUP 2018/19,14_Losované dvojice
BA_ROSENGART CUP 2018/19,13_Losované dvojice
BA_ROSENGART CUP 2018/19,12_Losované dvojice
BA_ROSENGART CUP 2018/19,11_Losované dvojice
BA_ROSENGART CUP 2018/19,10_Losované dvojice
BA_ROSENGART CUP 2018/19,09_Losované dvojice
BA_ROSENGART CUP 2018/19_OS,08_Open jednotlivci
BA_ROSENGART CUP 2018/19,07_Losované dvojice
BA_AMATÉRSKE DVOJICE 2018/19,016_Amatérske dvojice
BA_ROSENGART CUP 2018/19,06_Losované dvojice
BA_ROSENGART CUP 2018/19,05_Losované dvojice
BA_ROSENGART CUP 2018/19,04_Losované dvojice
BA_ROSENGART CUP 2018/19,03_Losované dvojice
BA_ROSENGART CUP 2018/19,02_Losované dvojice
BA_ROSENGART CUP 2018/19,01_Losované dvojice
BA_SUMMER CUP 2018,Losované dvojice
BA_ROSENGART CUP 2017/18,17_Losované dvojice
BA_ROSENGART CUP 2017/18,16_Losované dvojice
BA_AMATÉRSKE DVOJICE 2017/18,07_Amatérske dvojice
MAJSTROVSTVÁ BRATISLAVY_DYP 2017/18,08_Losované dvojice
MAJSTROVSTVÁ BRATISLAVY_OD 2017/18,08_Open dvojice
MAJSTROVSTVÁ BRATISLAVY_AM 2017/18,08_Amatérske dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,08_Pohár klubov
MAJSTROVSTVÁ BRATISLAVY_WD 2017/18,08_Women doubles
MAJSTROVSTVÁ BRATISLAVY_WS 2017/18,08_Women singles
MAJSTROVSTVÁ BRATISLAVY_MIX 2017/18,08_Mixed doubles
MAJSTROVSTVÁ BRATISLAVY_AS 2017/18,08_Amateur singles
MAJSTROVSTVÁ BRATISLAVY_SD 2017/18,08_Speedball dvojice
MAJSTROVSTVÁ BRATISLAVY_OS 2017/18,08_Open singles
MAJSTROVSTVÁ BRATISLAVY_CD 2017/18,08_Classic doubles
BA_ROSENGART CUP 2017/18,15_Losované dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,07_Pohár klubov
BA_AMATÉRSKE DVOJICE 2017/18,06_Amatérske dvojice
BA_ROSENGART CUP 2017/18,14_Losované dvojice
BA_ROSENGART CUP 2017/18,13_Losované dvojice
BA_AMATÉRSKE DVOJICE 2017/18,05_Amatérske dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,06_Pohár klubov
BA_ROSENGART CUP 2017/18,12_Losované dvojice
BA_AMATÉRSKE DVOJICE 2017/18,04_Amatérske dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,05_Pohár klubov
BA_ROSENGART CUP 2017/18,11_Losované dvojice
BA_ROSENGART CUP 2017/18,10_Losované dvojice
BA_ROSENGART CUP 2017/18,09_Losované dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,04_Pohár klubov
BA_ROSENGART CUP 2017/18,08_Losované dvojice
BA_ROSENGART CUP 2017/18,07_Losované dvojice
BA_ROSENGART CUP 2017/18,06_Losované dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,03_Pohár klubov
BA_ROSENGART CUP 2017/18,05_Losované dvojice
BA_AMATÉRSKE DVOJICE 2017/18,03_Amatérske dvojice
BA_ROSENGART CUP 2017/18,04_Losované dvojice
BA_ROSENGART CUP 2017/18,03_Losované dvojice
SLOVENSKÝ POHÁR KLUBOV 2017/18,02_Pohár klubov
SLOVENSKÝ POHÁR KLUBOV 2017/18,01_Pohár klubov
BA_ROSENGART CUP 2017/18,02_Losované dvojice
BA_ROSENGART CUP 2017/18,01_Losované dvojice
BA_SUMMER CUP 2016/17 DYP,Losované dvojice
ROSHAMBO CUP 2016/17,03_Amatérske dvojice
BA_ROSENGART CUP 2016/17_DYP,17_Losované dvojice
ŠTARTÉR CUP 2016/17,01_Amatérske dvojice
BA_ROSENGART CUP 2016/17_DYP,16_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,15_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,14_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,13_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,12_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,11_Losované dvojice
ROSHAMBO CUP 2016/17,02_Amatérske dvojice
BA_ROSENGART CUP 2016/17_DYP,10_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,09_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,08_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,07_Losované dvojice
MAJSTROVSTVÁ BRATISLAVY_OD 2016/17,03_Open doubles
MAJSTROVSTVÁ BRATISLAVY_AM 2016/17,03_Amatérske dvojice
MAJSTROVSTVÁ BRATISLAVY_OS 2016/17,03_Open jednotlivci
BA_ROSENGART CUP 2016/17_DYP,06_Losované dvojice
ROSHAMBO CUP 2016/17,01_Amatérske dvojice
BA_ROSENGART CUP 2016/17_DYP,05_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,04_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,03_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,02_Losované dvojice
BA_ROSENGART CUP 2016/17_DYP,01_Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,17_Losovan? dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,09_Amat?rske dvojice
BA_ROSENGART CUP 2015/16_OD,16_Open dvojice
BA_ROSENGART CUP 2015/16_DYP,15_Losované dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,08_Amatérske dvojice
BA_ROSENGART CUP 2015/16_OD,14_Open dvojice
BA_ROSENGART CUP 2015/16_OS,13_Jednotlivci
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,07_Amatérske dvojice
BA_ROSENGART CUP 2015/16_DYP,12_Losované dvojice Monster
BA_ROSENGART CUP 2015/16_DYP,11_Losované dvojice Pro/Am
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,06_Amatérske dvojice
BA_ROSENGART CUP 2015/16_OD,10_Open dvojice
BA_OLD SCHOOL CUP,01_Pro/Am Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,09_Losované dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,05_Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,08_Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,07_Losované dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Jednotivci,04_Amatérski jednotlivci
BA_ROSENGART CUP 2015/16_DYP,06_Losované dvojice
MAJSTROVSTVÁ BRATISLAVY_OD 2015/16,03_Open doubles
MAJSTROVSTVÁ BRATISLAVY_OS 2015/16,03_Open jednotlivci
MAJSTROVSTVÁ BRATISLAVY_AM 2015/16,03_Amatérske dvojice
BA_ROSENGART CUP 2015/16_DYP,05_Losované dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,03_Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,04_Monster DYP
BA_ROSENGART CUP 2015/16_OD,03_Open dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,02_Amatérske dvojice
BA_ROSENGART CUP 2015/16_DYP,02_Monster Losované dvojice
BA_ROSENGART CUP 2015/16_DYP,01_Pro/AM Losované dvojice
BA_UTORKOVÉ TURNAJE 2015/16_Dvojice,01_Amatérske dvojice
BA_ROSENGART CUP 2014/15_OS,20_Open jednotlivci
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OD,04 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OS,04 Jednotlivci (Open singles)
BA_ROSENGART CUP 2014/15_DYP,19_Monster Losované dvojice
MAJSTROVSTVÁ BRATISLAVY_OD 2014/15,08_Open doubles
MAJSTROVSTVÁ BRATISLAVY_OS 2014/15,08_Open singles
MAJSTROVSTVÁ BRATISLAVY_FD 2014/15,08_Amatérske dvojice
BA_ROSENGART CUP 2014/15_OD,18_Open doubles
BA_ROSENGART CUP 2014/15_DYP,17_Monster Losované dvojice
BA_ROSENGART CUP 2014/15_DYP,16_Pro/Am Losované dvojice
BA_ROSENGART CUP 2014/15_OD,15_Open doubles
BA_ROSENGART CUP 2014/15_OD,14_Open doubles
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OD,03 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OS,03 Jednotlivci (Open singles)
BA_ROSENGART CUP 2014/15_OD,13_Open doubles
BA_ROSENGART CUP 2014/15_DYP,12_Monster Losované dvojice
BA_ROSENGART CUP 2014/15_OD,11_Open doubles
BA_ROSENGART CUP 2014/15_DYP,10_Monster Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OD,02 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OS,02 Jednotlivci (Open singles)
BA_ROSENGART CUP 2014/15_DYP,09_Pro/Am Losované dvojice
BA_ROSENGART CUP 2014/15_OD,08_Open doubles
BA_ROSENGART CUP 2014/15_DYP,07_Monster los
BA_ROSENGART CUP 2014/15_DYP,06_Pro/Am Losované dvojice
BA_ROSENGART CUP 2014/15_OS,05_Monster DYP
BA_ROSENGART CUP 2014/15_OD,04_Open doubles
BA_ROSENGART CUP 2014/15_DYP,03_Open doubles
BA_ROSENGART CUP 2014/15_OD,02_Open doubles
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OD,01 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2014/15_OS,01 Jednotlivci (Open singles)
BA_ROSENGART CUP 2014/15_DYP,01_Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_DYP,25 Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_OD,24 Open doubles
BA_ROSENGART CUP 2013 / 2014_OD,23 Open doubles
MAJSTROVSTVÁ BRATISLAVY_OD 2013/14,07 Open doubles
MAJSTROVSTVÁ BRATISLAVY_OS 2013/14,07 Open singles
MAJSTROVSTVÁ BRATISLAVY_FD 2013/14,07 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_OD,22 Open doubles
BA_ROSENGART CUP 2013 / 2014_DYP,21 Pro/Am Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,04 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,04 Jednotlivci (Open singles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14_AM,04 Amatérske dvojice (Amateur doubles)
BA_ROSENGART CUP 2013 / 2014_OD,20 Open doubles
BA_ROSENGART CUP 2013 / 2014_DYP,19 PRO/AM LOSOVANÉ DVOJICE
BA_ROSENGART CUP 2013 / 2014_OD,18 Open doubles
BA_ROSENGART CUP 2013 / 2014_AM,18 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_OD,17 OPEN DOUBLES
BA_ROSENGART CUP 2013 / 2014_AM,17 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_DYP,16 PRO/AM LOSOVANÉ DVOJICE
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,03 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14_AM,03 Amatérske dvojice (Amateur doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,03 Jednotlivci (Open singles)
BA_ROSENGART CUP 2013 / 2014_OD,15 Open doubles
BA_ROSENGART CUP 2013 / 2014_DYP,14 Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_OD,13 Open doubles
BA_ROSENGART CUP 2013 / 2014_DYP,12 Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_DYP,11 Vianočné Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_FD,11 Vianočný Losovaný 2Ball rollerball
BA_ROSENGART CUP 2013 / 2014_OD,10 Open doubles
BA_ROSENGART CUP 2013 / 2014_AM,10 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_DYP,09 Pro/Am Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,02 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,02 Jednotlivci (Open singles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14_AM,02 Amatérske dvojice (Amateur doubles)
BA_ROSENGART CUP 2013 / 2014_AM,08 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_OD,08 Open doubles
BA_ROSENGART CUP 2013 / 2014_OD,07 Open doubles
BA_ROSENGART CUP 2013 / 2014_AM,07 Amatérske dvojice
FEI CUP 2013,01 Dvojice
BA_ROSENGART CUP 2013 / 2014_DYP,06 Pro/Am Losované dvojice
BA_ROSENGART CUP 2013 / 2014_OD,05 Open doubles
BA_ROSENGART CUP 2013 / 2014_OD,04 Open doubles
BA_ROSENGART CUP 2013 / 2014_DYP,03 Pro/Am Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,01 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14_AM,01 Amatérske dvojice (Amateur doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2013/14,01 Jednotlivci (Open singles)
BA_ROSENGART CUP 2013 / 2014_OD,02 Open doubles
BA_ROSENGART CUP 2013 / 2014_AM,02 Amatérske dvojice
BA_ROSENGART CUP 2013 / 2014_OD,01 Open doubles
BA_ROSENGART CUP 2013 / 2014_AM,01 Amatérske dvojice
ROSENGART CUP 2012 / 2013,20 Open doubles
ROSENGART CUP 2012 / 2013_AM,20 Amatérske dvojice
Turnaje do 21 rokov v Storme 2012/13,05 Dvojice do 21 rokov
ROSENGART CUP 2012 / 2013,19 Open doubles
Open doubles Elam 2012 / 2013,02 Open doubles
Amatérsky turnaj v Elam klube,05 Amatérske dvojice
ROSENGART CUP 2012 / 2013,18 Open doubles
ROSENGART CUP 2012 / 2013,17 Open doubles Nekapri cup 2012 / 2013
Amatérsky turnaj Nekapri,01 Amatérske dvojice
Open doubles Hopkirk 2012 / 2013,01 Open doubles
Amatérsky turnaj Hopkirk,01 Amatérske dvojice
ROSENGART CUP 2012 / 2013,16 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,15 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,04 Amatérske dvojice
Open doubles Elam 2012 / 2013,01 Open doubles
ROSENGART CUP 2012 / 2013,14 PRO/AM Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,04 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,04 Jednotlivci (Open singles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,04 Jednotlivci do 21 rokov (21 Singles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,04 Dvojice do 21 rokov (21 Doubles)
Amatérsky turnaj Novopacká,Amatérske dvojice
Amatérsky turnaj Pod Hruškou,Amatérske dvojice
Turnaje do 21 rokov v Storme 2012/13,04 Dvojice do 21 rokov
ROSENGART CUP 2012 / 2013,13 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,12 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,11 Valentínsky špeciál
Amatérsky turnaj v Elam klube,03 Amatérske dvojice
ROSENGART CUP 2012 / 2013,10 PRO/AM Losované dvojice
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,03 Dvojice do 21 rokov (21 Doubles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,03 Jednotlivci do 21 rokov (21 Singles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,03 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,03 Jednotlivci (Open singles)
Turnaje do 21 rokov v Storme 2012/13,03 Dvojice do 21 rokov
ROSENGART CUP 2012 / 2013,09 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,08 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,02 Amatérske dvojice
ROSENGART CUP 2012 / 2013,07 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,06 PRO/AM Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,02 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,02 Jednotlivci (Open singles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,02 Dvojice do 21 rokov (21 Doubles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,02 Jednotlivci do 21 rokov (21 Singles)
ROSENGART CUP 2012 / 2013,05 PRO/AM Losované dvojice
Turnaje do 21 rokov v Storme 2012/13,02 Dvojice do 21 rokov
ROSENGART CUP 2012 / 2013,04 PRO/AM Losované dvojice
ROSENGART CUP 2012 / 2013,03 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,01 Amatérske dvojice
Turnaje do 21 rokov v Storme 2012/13,01 Dvojice do 21 rokov
ROSENGART CUP 2012 / 2013,02 PRO/AM Losované dvojice
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,01 Dvojice (Open doubles)
BRATISLAVSKÝ KRAJSKÝ POHÁR 2012/13,01 Jednotlivci (Open singles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,01 Dvojice do 21 rokov (21 Doubles)
BRATISLAVSKÝ KP DO 21 ROKOV 2012/13,01 Jednotlivci do 21 rokov (21 Singles)
ROSENGART CUP 2012 / 2013,01 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,20 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,19 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,18 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,17 PRO/AM Losované dvojice
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,05 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,05 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,05 Jednotlivci juniori (Junior singles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,05 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,05 Losované dvojice
Amatérsky turnaj v Elam klube,05 Amatérske dvojice
ROSENGART CUP 2011 / 2012,16 PRO/AM Losované dvojice
Zrážka mocných agentúr,Dvojice
Juniorský pohár v Storme,04 Juniorské dvojice
ROSENGART CUP 2011 / 2012,15 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,14 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,04 Amatérske dvojice
ROSENGART CUP 2011 / 2012,13 PRO/AM Losované dvojice
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,04 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,04 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,04 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,04 Jednotlivci juniori (Junior singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,04 Losovaný 2Ball rollerball
ROSENGART CUP 2011 / 2012,12 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,11 PRO/AM Losované dvojice
Juniorský pohár v Storme,03 Juniorské dvojice
ROSENGART CUP 2011 / 2012,10 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,09 PRO/AM Losované dvojice
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,03 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,03 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,03 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,03 Jednotlivci juniori (Junior singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,03 Druhá šanca dvojice
Amatérsky turnaj v Elam klube,03 Amatérske dvojice
ROSENGART CUP 2011 / 2012,08 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,07 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,06 PRO/AM Losované dvojice
Juniorský pohár v Storme,02 Juniorské dvojice
ROSENGART CUP 2011 / 2012,05 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,02 Amatérske dvojice
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,02 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,02 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,02 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,02 Jednotlivci juniori (Junior singles)
ROSENGART CUP 2011 / 2012,04 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,03 PRO/AM Losované dvojice
ROSENGART CUP 2011 / 2012,02 PRO/AM Losované dvojice
Juniorský pohár v Storme,01 Juniorské dvojice
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,01 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,01 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2011/12,01 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ JUNIORSKÝ KP 2011/12,01 Jednotlivci juniori (Junior singles)
ROSENGART CUP 2011 / 2012,01 PRO/AM Losované dvojice
Amatérsky turnaj v Elam klube,01 Amatérske dvojice
Amatérsky turnaj v Elam klube,Amatérske dvojice
ROSENGART CUP 2010 / 2011,20 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Jednotlivci juniori (Junior singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Dvojice juniori (Junior doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,05 Jednotlivci (Open singles)
ROSENGART CUP 2010 / 2011,19 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,18 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,17 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,04 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,04 Jednotlivci (Open singles)
ROSENGART CUP 2010 / 2011,16 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,15 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,14 Losované dvojice PRO/AM
BERNOLÁK CUP,Amatérske dvojice
ROSENGART CUP 2010 / 2011,13 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,12 Losované dvojice PRO/AM
Juniorský pohár v Storme,Dvojice juniori
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,03 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,03 Jednotlivci (Open singles)
ROSENGART CUP 2010 / 2011,11 Losované dvojice PRO/AM
Juniorský pohár v Storme,Dvojice juniori
ROSENGART CUP 2010 / 2011,10 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,09 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,08 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,02 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,02 Jednotlivci (Open singles)
ROSENGART CUP 2010 / 2011,07 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,06 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,05 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,04 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,03 Jednotlivci
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,01 Jednotlivci (Open singles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2010/11,01 Dvojice (Open doubles)
ROSENGART CUP 2010 / 2011,02 Losované dvojice PRO/AM
ROSENGART CUP 2010 / 2011,01 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,20 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,19 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,18 Losované dvojice PRO/AM
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,05 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,05 Jednotlivci (Open singles)
ROSENGART CUP 2009 / 2010,17 Losované dvojice PRO/AM
ROSENGART CUP 2009 / 2010,16 Losované dvojice PRO/AM
MULTITABLE TURNAJ V KLUBE ,10 Jednotlivci
ROSENGART CUP 2009 / 2010,15 Losované dvojice PRO/AM
MULTITABLE TURNAJ V KLUBE ,09 Jednotlivci
ROSENGART CUP 2009 / 2010,14 Losované dvojice PRO/AM
MULTITABLE TURNAJ V KLUBE ,08 Jednotlivci
MULTITABLE TURNAJ V KLUBE ,07 Jednotlivci
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,04 Dvojice (Open doubles)
ZÁPADOSLOVENSKÝ KRAJSKÝ POHÁR 2009/10,04 Jednotlivci (Open singles)
ROSENGART CUP 2009 / 2010,13 Losované dvojice PRO/AM
MULTITABLE TURNAJ V KLUBE ,06 Jednotlivci
MULTITABLE TURNAJ V KLUBE ,05 Jednotlivci
ROSENGART CUP 2009 / 2010,12 Losované dvojice PRO/AM
MULTITABLE TURNAJ V KLUBE ,04 Jednotlivci
MULTITABLE TURNAJ V KLUBE ,03 Jednotlivci
ROSENGART CUP 2009 / 2010,11 Losované dvojice PRO/AM
